index,main_folder,name,rel_path,abs_path,sheet_file,page,row,col,duration_s,width,height
177,16. Videos,clairo_34.mp4,Clairo/clairo_34.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Clairo/clairo_34.mp4,16. Videos__VIDEO_sheet_06.png,6,5,1,14.87,2160,3840
178,16. Videos,C0184.MP4,Duo Reels/C0184.MP4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/C0184.MP4,16. Videos__VIDEO_sheet_06.png,6,5,2,12.48,1920,1080
179,16. Videos,celeste_01.mp4,Duo Reels/celeste_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/celeste_01.mp4,16. Videos__VIDEO_sheet_06.png,6,5,3,5.38,720,1280
180,16. Videos,DSCF0051.mp4,Duo Reels/DSCF0051.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/DSCF0051.mp4,16. Videos__VIDEO_sheet_06.png,6,5,4,7.01,720,1280
181,16. Videos,IMG_0786.MOV,Duo Reels/IMG_0786.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_0786.MOV,16. Videos__VIDEO_sheet_06.png,6,6,1,9.5,1920,1080
182,16. Videos,IMG_4709 copy.MOV,Duo Reels/IMG_4709 copy.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4709 copy.MOV,16. Videos__VIDEO_sheet_06.png,6,6,2,0.13,3840,2160
183,16. Videos,IMG_4714.MOV,Duo Reels/IMG_4714.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4714.MOV,16. Videos__VIDEO_sheet_06.png,6,6,3,3.0,3840,2160
184,16. Videos,IMG_4728.MOV,Duo Reels/IMG_4728.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4728.MOV,16. Videos__VIDEO_sheet_06.png,6,6,4,4.54,3840,2160
185,16. Videos,IMG_4729.MOV,Duo Reels/IMG_4729.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4729.MOV,16. Videos__VIDEO_sheet_06.png,6,7,1,4.47,3840,2160
186,16. Videos,IMG_4730.MOV,Duo Reels/IMG_4730.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4730.MOV,16. Videos__VIDEO_sheet_06.png,6,7,2,3.27,3840,2160
187,16. Videos,IMG_4731.MOV,Duo Reels/IMG_4731.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4731.MOV,16. Videos__VIDEO_sheet_06.png,6,7,3,2.93,3840,2160
188,16. Videos,IMG_4732.MOV,Duo Reels/IMG_4732.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4732.MOV,16. Videos__VIDEO_sheet_06.png,6,7,4,2.03,3840,2160
189,16. Videos,IMG_4733.MOV,Duo Reels/IMG_4733.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4733.MOV,16. Videos__VIDEO_sheet_06.png,6,8,1,5.07,3840,2160
190,16. Videos,IMG_4734.MOV,Duo Reels/IMG_4734.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4734.MOV,16. Videos__VIDEO_sheet_06.png,6,8,2,2.27,3840,2160
191,16. Videos,IMG_4735.MOV,Duo Reels/IMG_4735.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Duo Reels/IMG_4735.MOV,16. Videos__VIDEO_sheet_06.png,6,8,3,1.1,3840,2160
192,16. Videos,jul black MELIA1.mp4,jul black MELIA1.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/jul black MELIA1.mp4,16. Videos__VIDEO_sheet_06.png,6,8,4,20.31,1080,1080
193,16. Videos,jul MELIA2.mp4,jul MELIA2.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/jul MELIA2.mp4,16. Videos__VIDEO_sheet_07.png,7,1,1,20.16,1080,1080
194,16. Videos,IMG_3516.MOV,Juliet Black/IMG_3516.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/IMG_3516.MOV,16. Videos__VIDEO_sheet_07.png,7,1,2,3.53,1920,1080
195,16. Videos,IMG_3518.MOV,Juliet Black/IMG_3518.MOV,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/IMG_3518.MOV,16. Videos__VIDEO_sheet_07.png,7,1,3,3.33,1920,1080
196,16. Videos,Juliet black.mp4,Juliet Black/Juliet black.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/Juliet black.mp4,16. Videos__VIDEO_sheet_07.png,7,1,4,9.81,720,1280
197,16. Videos,juliet-black_01.mov,Juliet Black/juliet-black_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_01.mov,16. Videos__VIDEO_sheet_07.png,7,2,1,12.01,2160,3840
198,16. Videos,juliet-black_02.mov,Juliet Black/juliet-black_02.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_02.mov,16. Videos__VIDEO_sheet_07.png,7,2,2,35.03,2160,3840
199,16. Videos,juliet-black_02.mp4,Juliet Black/juliet-black_02.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_02.mp4,16. Videos__VIDEO_sheet_07.png,7,2,3,5.91,2160,3840
200,16. Videos,juliet-black_03.mov,Juliet Black/juliet-black_03.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_03.mov,16. Videos__VIDEO_sheet_07.png,7,2,4,10.01,2160,3840
201,16. Videos,juliet-black_04.mov,Juliet Black/juliet-black_04.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_04.mov,16. Videos__VIDEO_sheet_07.png,7,3,1,5.53,3840,2160
202,16. Videos,juliet-black_05.mov,Juliet Black/juliet-black_05.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_05.mov,16. Videos__VIDEO_sheet_07.png,7,3,2,1.53,3840,2160
203,16. Videos,juliet-black_05.mp4,Juliet Black/juliet-black_05.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_05.mp4,16. Videos__VIDEO_sheet_07.png,7,3,3,22.08,1920,1080
204,16. Videos,juliet-black_06.mov,Juliet Black/juliet-black_06.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_06.mov,16. Videos__VIDEO_sheet_07.png,7,3,4,3.9,3840,2160
205,16. Videos,juliet-black_06.mp4,Juliet Black/juliet-black_06.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_06.mp4,16. Videos__VIDEO_sheet_07.png,7,4,1,12.48,1920,1080
206,16. Videos,juliet-black_08.mp4,Juliet Black/juliet-black_08.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_08.mp4,16. Videos__VIDEO_sheet_07.png,7,4,2,10.56,1920,1080
207,16. Videos,juliet-black_09.mp4,Juliet Black/juliet-black_09.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_09.mp4,16. Videos__VIDEO_sheet_07.png,7,4,3,24.48,1920,1080
208,16. Videos,juliet-black_12.mov,Juliet Black/juliet-black_12.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_12.mov,16. Videos__VIDEO_sheet_07.png,7,4,4,58.06,2160,3840
209,16. Videos,juliet-black_12.mp4,Juliet Black/juliet-black_12.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_12.mp4,16. Videos__VIDEO_sheet_07.png,7,5,1,4.32,1920,1080
210,16. Videos,juliet-black_13.mp4,Juliet Black/juliet-black_13.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_13.mp4,16. Videos__VIDEO_sheet_07.png,7,5,2,7.2,1920,1080
211,16. Videos,juliet-black_14.mov,Juliet Black/juliet-black_14.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_14.mov,16. Videos__VIDEO_sheet_07.png,7,5,3,59.06,2160,3840
212,16. Videos,juliet-black_14.mp4,Juliet Black/juliet-black_14.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_14.mp4,16. Videos__VIDEO_sheet_07.png,7,5,4,10.38,2160,3840
213,16. Videos,juliet-black_15.mov,Juliet Black/juliet-black_15.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_15.mov,16. Videos__VIDEO_sheet_07.png,7,6,1,20.02,2160,3840
214,16. Videos,juliet-black_16.mov,Juliet Black/juliet-black_16.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_16.mov,16. Videos__VIDEO_sheet_07.png,7,6,2,4.9,1920,1080
215,16. Videos,juliet-black_17.mov,Juliet Black/juliet-black_17.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_17.mov,16. Videos__VIDEO_sheet_07.png,7,6,3,4.03,3840,2160
216,16. Videos,juliet-black_21.mov,Juliet Black/juliet-black_21.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_21.mov,16. Videos__VIDEO_sheet_07.png,7,6,4,4.2,3840,2160
217,16. Videos,juliet-black_22.mov,Juliet Black/juliet-black_22.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_22.mov,16. Videos__VIDEO_sheet_07.png,7,7,1,14.3,3840,2160
218,16. Videos,juliet-black_23.mov,Juliet Black/juliet-black_23.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Black/juliet-black_23.mov,16. Videos__VIDEO_sheet_07.png,7,7,2,15.02,2160,3840
219,16. Videos,Juliet Red 01.mp4,Juliet Wildflower/Juliet Red 01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/Juliet Red 01.mp4,16. Videos__VIDEO_sheet_07.png,7,7,3,10.04,720,1280
220,16. Videos,juliet-red_01.mov,Juliet Wildflower/juliet-red_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_01.mov,16. Videos__VIDEO_sheet_07.png,7,7,4,4.76,3840,2160
221,16. Videos,juliet-red_02.mov,Juliet Wildflower/juliet-red_02.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_02.mov,16. Videos__VIDEO_sheet_07.png,7,8,1,24.2,1920,1080
222,16. Videos,juliet-red_03.mov,Juliet Wildflower/juliet-red_03.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_03.mov,16. Videos__VIDEO_sheet_07.png,7,8,2,10.13,1920,1080
223,16. Videos,juliet-red_04.mov,Juliet Wildflower/juliet-red_04.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_04.mov,16. Videos__VIDEO_sheet_07.png,7,8,3,3.87,3840,2160
224,16. Videos,juliet-red_05.mov,Juliet Wildflower/juliet-red_05.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_05.mov,16. Videos__VIDEO_sheet_07.png,7,8,4,3.13,1920,1080
225,16. Videos,juliet-red_06.mov,Juliet Wildflower/juliet-red_06.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_06.mov,16. Videos__VIDEO_sheet_08.png,8,1,1,2.8,3840,2160
226,16. Videos,juliet-red_07.mp4,Juliet Wildflower/juliet-red_07.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_07.mp4,16. Videos__VIDEO_sheet_08.png,8,1,2,7.94,2160,3840
227,16. Videos,juliet-red_08.mov,Juliet Wildflower/juliet-red_08.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_08.mov,16. Videos__VIDEO_sheet_08.png,8,1,3,5.27,1920,1080
228,16. Videos,juliet-red_09.mov,Juliet Wildflower/juliet-red_09.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_09.mov,16. Videos__VIDEO_sheet_08.png,8,1,4,8.3,3840,2160
229,16. Videos,juliet-red_10.mov,Juliet Wildflower/juliet-red_10.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_10.mov,16. Videos__VIDEO_sheet_08.png,8,2,1,8.87,3840,2160
230,16. Videos,juliet-red_12.mov,Juliet Wildflower/juliet-red_12.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_12.mov,16. Videos__VIDEO_sheet_08.png,8,2,2,8.4,3840,2160
231,16. Videos,juliet-red_13.mp4,Juliet Wildflower/juliet-red_13.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_13.mp4,16. Videos__VIDEO_sheet_08.png,8,2,3,17.28,1920,1080
232,16. Videos,juliet-red_14.mp4,Juliet Wildflower/juliet-red_14.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_14.mp4,16. Videos__VIDEO_sheet_08.png,8,2,4,14.53,1080,1920
233,16. Videos,juliet-red_15.mp4,Juliet Wildflower/juliet-red_15.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_15.mp4,16. Videos__VIDEO_sheet_08.png,8,3,1,14.4,1920,1080
234,16. Videos,juliet-red_16.mp4,Juliet Wildflower/juliet-red_16.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_16.mp4,16. Videos__VIDEO_sheet_08.png,8,3,2,3.36,1920,1080
235,16. Videos,juliet-red_17.mp4,Juliet Wildflower/juliet-red_17.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_17.mp4,16. Videos__VIDEO_sheet_08.png,8,3,3,14.53,1080,1920
236,16. Videos,juliet-red_18.mp4,Juliet Wildflower/juliet-red_18.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_18.mp4,16. Videos__VIDEO_sheet_08.png,8,3,4,11.52,1920,1080
237,16. Videos,juliet-red_19.mp4,Juliet Wildflower/juliet-red_19.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_19.mp4,16. Videos__VIDEO_sheet_08.png,8,4,1,11.04,1920,1080
238,16. Videos,juliet-red_20.mov,Juliet Wildflower/juliet-red_20.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_20.mov,16. Videos__VIDEO_sheet_08.png,8,4,2,2.73,3840,2160
239,16. Videos,juliet-red_20.mp4,Juliet Wildflower/juliet-red_20.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_20.mp4,16. Videos__VIDEO_sheet_08.png,8,4,3,9.12,1920,1080
240,16. Videos,juliet-red_21.mp4,Juliet Wildflower/juliet-red_21.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_21.mp4,16. Videos__VIDEO_sheet_08.png,8,4,4,13.44,1920,1080
241,16. Videos,juliet-red_22.mov,Juliet Wildflower/juliet-red_22.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_22.mov,16. Videos__VIDEO_sheet_08.png,8,5,1,8.06,3840,2160
242,16. Videos,juliet-red_22.mp4,Juliet Wildflower/juliet-red_22.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_22.mp4,16. Videos__VIDEO_sheet_08.png,8,5,2,5.57,2160,3840
243,16. Videos,juliet-red_23.mp4,Juliet Wildflower/juliet-red_23.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_23.mp4,16. Videos__VIDEO_sheet_08.png,8,5,3,14.53,1080,1920
244,16. Videos,juliet-red_24.mp4,Juliet Wildflower/juliet-red_24.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_24.mp4,16. Videos__VIDEO_sheet_08.png,8,5,4,5.6,1080,1920
245,16. Videos,juliet-red_26.mov,Juliet Wildflower/juliet-red_26.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_26.mov,16. Videos__VIDEO_sheet_08.png,8,6,1,19.73,1920,1080
246,16. Videos,juliet-red_27.mov,Juliet Wildflower/juliet-red_27.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_27.mov,16. Videos__VIDEO_sheet_08.png,8,6,2,15.66,1920,1080
247,16. Videos,juliet-red_28.mov,Juliet Wildflower/juliet-red_28.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_28.mov,16. Videos__VIDEO_sheet_08.png,8,6,3,8.17,3840,2160
248,16. Videos,juliet-red_29.mp4,Juliet Wildflower/juliet-red_29.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_29.mp4,16. Videos__VIDEO_sheet_08.png,8,6,4,11.3,2160,3840
249,16. Videos,juliet-red_30.mov,Juliet Wildflower/juliet-red_30.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_30.mov,16. Videos__VIDEO_sheet_08.png,8,7,1,5.54,1920,1080
250,16. Videos,juliet-red_31.mov,Juliet Wildflower/juliet-red_31.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_31.mov,16. Videos__VIDEO_sheet_08.png,8,7,2,4.4,3840,2160
251,16. Videos,juliet-red_32.mov,Juliet Wildflower/juliet-red_32.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_32.mov,16. Videos__VIDEO_sheet_08.png,8,7,3,12.6,3840,2160
252,16. Videos,juliet-red_33.mov,Juliet Wildflower/juliet-red_33.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_33.mov,16. Videos__VIDEO_sheet_08.png,8,7,4,3.3,1920,1080
253,16. Videos,juliet-red_34.mov,Juliet Wildflower/juliet-red_34.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_34.mov,16. Videos__VIDEO_sheet_08.png,8,8,1,6.03,1920,1080
254,16. Videos,juliet-red_35.mov,Juliet Wildflower/juliet-red_35.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_35.mov,16. Videos__VIDEO_sheet_08.png,8,8,2,4.7,3840,2160
255,16. Videos,juliet-red_36.mov,Juliet Wildflower/juliet-red_36.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_36.mov,16. Videos__VIDEO_sheet_08.png,8,8,3,6.0,3840,2160
256,16. Videos,juliet-red_37.mov,Juliet Wildflower/juliet-red_37.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_37.mov,16. Videos__VIDEO_sheet_08.png,8,8,4,4.9,1920,1080
257,16. Videos,juliet-red_38.mov,Juliet Wildflower/juliet-red_38.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_38.mov,16. Videos__VIDEO_sheet_09.png,9,1,1,6.67,3840,2160
258,16. Videos,juliet-red_39.mov,Juliet Wildflower/juliet-red_39.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_39.mov,16. Videos__VIDEO_sheet_09.png,9,1,2,4.77,3840,2160
259,16. Videos,juliet-red_40.mov,Juliet Wildflower/juliet-red_40.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_40.mov,16. Videos__VIDEO_sheet_09.png,9,1,3,7.73,3840,2160
260,16. Videos,juliet-red_mirror_01.mp4,Juliet Wildflower/juliet-red_mirror_01.mp4,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-red_mirror_01.mp4,16. Videos__VIDEO_sheet_09.png,9,1,4,8.8,2160,3840
261,16. Videos,juliet-wildflower_01.mov,Juliet Wildflower/juliet-wildflower_01.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-wildflower_01.mov,16. Videos__VIDEO_sheet_09.png,9,2,1,53.05,2160,3840
262,16. Videos,juliet-wildflower_02.mov,Juliet Wildflower/juliet-wildflower_02.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-wildflower_02.mov,16. Videos__VIDEO_sheet_09.png,9,2,2,49.05,2160,3840
263,16. Videos,juliet-wildflower_03.mov,Juliet Wildflower/juliet-wildflower_03.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-wildflower_03.mov,16. Videos__VIDEO_sheet_09.png,9,2,3,11.01,2160,3840
264,16. Videos,juliet-wildflower_04.mov,Juliet Wildflower/juliet-wildflower_04.mov,/Users/Foongbear/Library/CloudStorage/GoogleDrive-da@heyleyholdings.com/Shared drives/Me + Lia/Content/16. Videos/Juliet Wildflower/juliet-wildflower_04.mov,16. Videos__VIDEO_sheet_09.png,9,2,4,19.02,2160,3840
